tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 5854.0,             Human number: 0,             Zombie number: 105
tick: 5855.0,             Human number: 0,             Zombie number: 105
tick: 5856.0,             Human number: 0,             Zombie number: 105
tick: 5857.0,             Human number: 0,             Zombie number: 105
tick: 5858.0,             Human number: 0,             Zombie number: 105
tick: 5859.0,             Human number: 0,             Zombie number: 105
tick: 5860.0,             Human number: 0,             Zombie number: 105
tick: 5861.0,             Human number: 0,             Zombie number: 105
tick: 5862.0,             Human number: 0,             Zombie number: 105
tick: 5863.0,             Human number: 0,             Zombie number: 105
tick: 5864.0,             Human number: 0,             Zombie number: 105
tick: 5865.0,             Human number: 0,             Zombie number: 105
tick: 5866.0,             Human number: 0,             Zombie number: 105
tick: 5867.0,             Human number: 0,             Zombie number: 105
tick: 5868.0,             Human number: 0,             Zombie number: 105
tick: 5869.0,             Human number: 0,             Zombie number: 105
tick: 5870.0,             Human number: 0,             Zombie number: 105
tick: 5871.0,             Human number: 0,             Zombie number: 105
tick: 5872.0,             Human number: 0,             Zombie number: 105
tick: 5873.0,             Human number: 0,             Zombie number: 105
tick: 5874.0,             Human number: 0,             Zombie number: 105
tick: 5875.0,             Human number: 0,             Zombie number: 105
tick: 5876.0,             Human number: 0,             Zombie number: 105
tick: 5877.0,             Human number: 0,             Zombie number: 105
tick: 5878.0,             Human number: 0,             Zombie number: 105
tick: 5879.0,             Human number: 0,             Zombie number: 105
tick: 5880.0,             Human number: 0,             Zombie number: 105
tick: 5881.0,             Human number: 0,             Zombie number: 105
tick: 5882.0,             Human number: 0,             Zombie number: 105
tick: 5883.0,             Human number: 0,             Zombie number: 105
tick: 5884.0,             Human number: 0,             Zombie number: 105
tick: 5885.0,             Human number: 0,             Zombie number: 105
tick: 5886.0,             Human number: 0,             Zombie number: 105
tick: 5887.0,             Human number: 0,             Zombie number: 105
tick: 5888.0,             Human number: 0,             Zombie number: 105
tick: 5889.0,             Human number: 0,             Zombie number: 105
tick: 5890.0,             Human number: 0,             Zombie number: 105
tick: 5891.0,             Human number: 0,             Zombie number: 105
tick: 5892.0,             Human number: 0,             Zombie number: 105
tick: 5893.0,             Human number: 0,             Zombie number: 105
tick: 5894.0,             Human number: 0,             Zombie number: 105
tick: 5895.0,             Human number: 0,             Zombie number: 105
tick: 5896.0,             Human number: 0,             Zombie number: 105
tick: 5897.0,             Human number: 0,             Zombie number: 105
tick: 5898.0,             Human number: 0,             Zombie number: 105
tick: 5899.0,             Human number: 0,             Zombie number: 105
tick: 5900.0,             Human number: 0,             Zombie number: 105
tick: 5901.0,             Human number: 0,             Zombie number: 105
tick: 5902.0,             Human number: 0,             Zombie number: 105
tick: 5903.0,             Human number: 0,             Zombie number: 105
tick: 5904.0,             Human number: 0,             Zombie number: 105
tick: 5905.0,             Human number: 0,             Zombie number: 105
tick: 5906.0,             Human number: 0,             Zombie number: 105
tick: 5907.0,             Human number: 0,             Zombie number: 105
tick: 5908.0,             Human number: 0,             Zombie number: 105
tick: 5909.0,             Human number: 0,             Zombie number: 105
tick: 5910.0,             Human number: 0,             Zombie number: 105
tick: 5911.0,             Human number: 0,             Zombie number: 105
tick: 5912.0,             Human number: 0,             Zombie number: 105
tick: 5913.0,             Human number: 0,             Zombie number: 105
tick: 5914.0,             Human number: 0,             Zombie number: 105
tick: 5915.0,             Human number: 0,             Zombie number: 105
tick: 5916.0,             Human number: 0,             Zombie number: 105
tick: 5917.0,             Human number: 0,             Zombie number: 105
tick: 5918.0,             Human number: 0,             Zombie number: 105
tick: 5919.0,             Human number: 0,             Zombie number: 105
tick: 5920.0,             Human number: 0,             Zombie number: 105
tick: 5921.0,             Human number: 0,             Zombie number: 105
tick: 5922.0,             Human number: 0,             Zombie number: 105
tick: 5923.0,             Human number: 0,             Zombie number: 105
tick: 5924.0,             Human number: 0,             Zombie number: 105
tick: 5925.0,             Human number: 0,             Zombie number: 105
tick: 5926.0,             Human number: 0,             Zombie number: 105
tick: 5927.0,             Human number: 0,             Zombie number: 105
tick: 5928.0,             Human number: 0,             Zombie number: 105
tick: 5929.0,             Human number: 0,             Zombie number: 105
tick: 5930.0,             Human number: 0,             Zombie number: 105
tick: 5931.0,             Human number: 0,             Zombie number: 105
tick: 5932.0,             Human number: 0,             Zombie number: 105
tick: 5933.0,             Human number: 0,             Zombie number: 105
tick: 5934.0,             Human number: 0,             Zombie number: 105
tick: 5935.0,             Human number: 0,             Zombie number: 105
tick: 5936.0,             Human number: 0,             Zombie number: 105
tick: 5937.0,             Human number: 0,             Zombie number: 105
tick: 5938.0,             Human number: 0,             Zombie number: 105
tick: 5939.0,             Human number: 0,             Zombie number: 105
tick: 5940.0,             Human number: 0,             Zombie number: 105
tick: 5941.0,             Human number: 0,             Zombie number: 105
tick: 5942.0,             Human number: 0,             Zombie number: 105
tick: 5943.0,             Human number: 0,             Zombie number: 105
tick: 5944.0,             Human number: 0,             Zombie number: 105
tick: 5945.0,             Human number: 0,             Zombie number: 105
tick: 5946.0,             Human number: 0,             Zombie number: 105
tick: 5947.0,             Human number: 0,             Zombie number: 105
tick: 5948.0,             Human number: 0,             Zombie number: 105
tick: 5949.0,             Human number: 0,             Zombie number: 105
tick: 5950.0,             Human number: 0,             Zombie number: 105
tick: 5951.0,             Human number: 0,             Zombie number: 105
tick: 5952.0,             Human number: 0,             Zombie number: 105
tick: 5953.0,             Human number: 0,             Zombie number: 105
tick: 5954.0,             Human number: 0,             Zombie number: 105
tick: 5955.0,             Human number: 0,             Zombie number: 105
tick: 5956.0,             Human number: 0,             Zombie number: 105
tick: 5957.0,             Human number: 0,             Zombie number: 105
tick: 5958.0,             Human number: 0,             Zombie number: 105
tick: 5959.0,             Human number: 0,             Zombie number: 105
tick: 5960.0,             Human number: 0,             Zombie number: 105
tick: 5961.0,             Human number: 0,             Zombie number: 105
tick: 5962.0,             Human number: 0,             Zombie number: 105
tick: 5963.0,             Human number: 0,             Zombie number: 105
tick: 5964.0,             Human number: 0,             Zombie number: 105
tick: 5965.0,             Human number: 0,             Zombie number: 105
tick: 5966.0,             Human number: 0,             Zombie number: 105
tick: 5967.0,             Human number: 0,             Zombie number: 105
tick: 5968.0,             Human number: 0,             Zombie number: 105
tick: 5969.0,             Human number: 0,             Zombie number: 105
tick: 5970.0,             Human number: 0,             Zombie number: 105
tick: 5971.0,             Human number: 0,             Zombie number: 105
tick: 5972.0,             Human number: 0,             Zombie number: 105
tick: 5973.0,             Human number: 0,             Zombie number: 105
tick: 5974.0,             Human number: 0,             Zombie number: 105
tick: 5975.0,             Human number: 0,             Zombie number: 105
tick: 5976.0,             Human number: 0,             Zombie number: 105
tick: 5977.0,             Human number: 0,             Zombie number: 105
tick: 5978.0,             Human number: 0,             Zombie number: 105
tick: 5979.0,             Human number: 0,             Zombie number: 105
tick: 5980.0,             Human number: 0,             Zombie number: 105
tick: 5981.0,             Human number: 0,             Zombie number: 105
tick: 5982.0,             Human number: 0,             Zombie number: 105
tick: 5983.0,             Human number: 0,             Zombie number: 105
tick: 5984.0,             Human number: 0,             Zombie number: 105
tick: 5985.0,             Human number: 0,             Zombie number: 105
tick: 5986.0,             Human number: 0,             Zombie number: 105
tick: 5987.0,             Human number: 0,             Zombie number: 105
tick: 5988.0,             Human number: 0,             Zombie number: 105
tick: 5989.0,             Human number: 0,             Zombie number: 105
tick: 5990.0,             Human number: 0,             Zombie number: 105
tick: 5991.0,             Human number: 0,             Zombie number: 105
tick: 5992.0,             Human number: 0,             Zombie number: 105
tick: 5993.0,             Human number: 0,             Zombie number: 105
tick: 5994.0,             Human number: 0,             Zombie number: 105
tick: 5995.0,             Human number: 0,             Zombie number: 105
tick: 5996.0,             Human number: 0,             Zombie number: 105
tick: 5997.0,             Human number: 0,             Zombie number: 105
tick: 5998.0,             Human number: 0,             Zombie number: 105
tick: 5999.0,             Human number: 0,             Zombie number: 105
tick: 6000.0,             Human number: 0,             Zombie number: 105
tick: 6001.0,             Human number: 0,             Zombie number: 105
tick: 6002.0,             Human number: 0,             Zombie number: 105
tick: 6003.0,             Human number: 0,             Zombie number: 105
tick: 6004.0,             Human number: 0,             Zombie number: 105
tick: 6005.0,             Human number: 0,             Zombie number: 105
tick: 6006.0,             Human number: 0,             Zombie number: 105
tick: 6007.0,             Human number: 0,             Zombie number: 105
tick: 6008.0,             Human number: 0,             Zombie number: 105
tick: 6009.0,             Human number: 0,             Zombie number: 105
tick: 6010.0,             Human number: 0,             Zombie number: 105
tick: 6011.0,             Human number: 0,             Zombie number: 105
tick: 6012.0,             Human number: 0,             Zombie number: 105
tick: 6013.0,             Human number: 0,             Zombie number: 105
tick: 6014.0,             Human number: 0,             Zombie number: 105
tick: 6015.0,             Human number: 0,             Zombie number: 105
tick: 6016.0,             Human number: 0,             Zombie number: 105
tick: 6017.0,             Human number: 0,             Zombie number: 105
tick: 6018.0,             Human number: 0,             Zombie number: 105
tick: 6019.0,             Human number: 0,             Zombie number: 105
tick: 6020.0,             Human number: 0,             Zombie number: 105
tick: 6021.0,             Human number: 0,             Zombie number: 105
tick: 6022.0,             Human number: 0,             Zombie number: 105
tick: 6023.0,             Human number: 0,             Zombie number: 105
tick: 6024.0,             Human number: 0,             Zombie number: 105
tick: 6025.0,             Human number: 0,             Zombie number: 105
tick: 6026.0,             Human number: 0,             Zombie number: 105
tick: 6027.0,             Human number: 0,             Zombie number: 105
tick: 6028.0,             Human number: 0,             Zombie number: 105
tick: 6029.0,             Human number: 0,             Zombie number: 105
tick: 6030.0,             Human number: 0,             Zombie number: 105
tick: 6031.0,             Human number: 0,             Zombie number: 105
tick: 6032.0,             Human number: 0,             Zombie number: 105
tick: 6033.0,             Human number: 0,             Zombie number: 105
tick: 6034.0,             Human number: 0,             Zombie number: 105
tick: 6035.0,             Human number: 0,             Zombie number: 105
tick: 6036.0,             Human number: 0,             Zombie number: 105
tick: 6037.0,             Human number: 0,             Zombie number: 105
tick: 6038.0,             Human number: 0,             Zombie number: 105
tick: 6039.0,             Human number: 0,             Zombie number: 105
tick: 6040.0,             Human number: 0,             Zombie number: 105
tick: 6041.0,             Human number: 0,             Zombie number: 105
tick: 6042.0,             Human number: 0,             Zombie number: 105
tick: 6043.0,             Human number: 0,             Zombie number: 105
tick: 6044.0,             Human number: 0,             Zombie number: 105
tick: 6045.0,             Human number: 0,             Zombie number: 105
tick: 6046.0,             Human number: 0,             Zombie number: 105
tick: 6047.0,             Human number: 0,             Zombie number: 105
tick: 6048.0,             Human number: 0,             Zombie number: 105
tick: 6049.0,             Human number: 0,             Zombie number: 105
tick: 6050.0,             Human number: 0,             Zombie number: 105
tick: 6051.0,             Human number: 0,             Zombie number: 105
tick: 6052.0,             Human number: 0,             Zombie number: 105
tick: 6053.0,             Human number: 0,             Zombie number: 105
tick: 6054.0,             Human number: 0,             Zombie number: 105
tick: 6055.0,             Human number: 0,             Zombie number: 105
tick: 6056.0,             Human number: 0,             Zombie number: 105
tick: 6057.0,             Human number: 0,             Zombie number: 105
tick: 6058.0,             Human number: 0,             Zombie number: 105
tick: 6059.0,             Human number: 0,             Zombie number: 105
tick: 6060.0,             Human number: 0,             Zombie number: 105
tick: 6061.0,             Human number: 0,             Zombie number: 105
tick: 6062.0,             Human number: 0,             Zombie number: 105
tick: 6063.0,             Human number: 0,             Zombie number: 105
tick: 6064.0,             Human number: 0,             Zombie number: 105
tick: 6065.0,             Human number: 0,             Zombie number: 105
tick: 6066.0,             Human number: 0,             Zombie number: 105
tick: 6067.0,             Human number: 0,             Zombie number: 105
tick: 6068.0,             Human number: 0,             Zombie number: 105
tick: 6069.0,             Human number: 0,             Zombie number: 105
tick: 6070.0,             Human number: 0,             Zombie number: 105
tick: 6071.0,             Human number: 0,             Zombie number: 105
tick: 6072.0,             Human number: 0,             Zombie number: 105
tick: 6073.0,             Human number: 0,             Zombie number: 105
tick: 6074.0,             Human number: 0,             Zombie number: 105
tick: 6075.0,             Human number: 0,             Zombie number: 105
tick: 6076.0,             Human number: 0,             Zombie number: 105
tick: 6077.0,             Human number: 0,             Zombie number: 105
tick: 6078.0,             Human number: 0,             Zombie number: 105
tick: 6079.0,             Human number: 0,             Zombie number: 105
tick: 6080.0,             Human number: 0,             Zombie number: 105
tick: 6081.0,             Human number: 0,             Zombie number: 105
tick: 6082.0,             Human number: 0,             Zombie number: 105
tick: 6083.0,             Human number: 0,             Zombie number: 105
tick: 6084.0,             Human number: 0,             Zombie number: 105
tick: 6085.0,             Human number: 0,             Zombie number: 105
tick: 6086.0,             Human number: 0,             Zombie number: 105
tick: 6087.0,             Human number: 0,             Zombie number: 105
tick: 6088.0,             Human number: 0,             Zombie number: 105
tick: 6089.0,             Human number: 0,             Zombie number: 105
tick: 6090.0,             Human number: 0,             Zombie number: 105
tick: 6091.0,             Human number: 0,             Zombie number: 105
tick: 6092.0,             Human number: 0,             Zombie number: 105
tick: 6093.0,             Human number: 0,             Zombie number: 105
tick: 6094.0,             Human number: 0,             Zombie number: 105
tick: 6095.0,             Human number: 0,             Zombie number: 105
tick: 6096.0,             Human number: 0,             Zombie number: 105
tick: 6097.0,             Human number: 0,             Zombie number: 105
tick: 6098.0,             Human number: 0,             Zombie number: 105
tick: 6099.0,             Human number: 0,             Zombie number: 105
tick: 6100.0,             Human number: 0,             Zombie number: 105
tick: 6101.0,             Human number: 0,             Zombie number: 105
tick: 6102.0,             Human number: 0,             Zombie number: 105
tick: 6103.0,             Human number: 0,             Zombie number: 105
tick: 6104.0,             Human number: 0,             Zombie number: 105
tick: 6105.0,             Human number: 0,             Zombie number: 105
tick: 6106.0,             Human number: 0,             Zombie number: 105
tick: 6107.0,             Human number: 0,             Zombie number: 105
tick: 6108.0,             Human number: 0,             Zombie number: 105
tick: 6109.0,             Human number: 0,             Zombie number: 105
tick: 6110.0,             Human number: 0,             Zombie number: 105
tick: 6111.0,             Human number: 0,             Zombie number: 105
tick: 6112.0,             Human number: 0,             Zombie number: 105
tick: 6113.0,             Human number: 0,             Zombie number: 105
tick: 6114.0,             Human number: 0,             Zombie number: 105
tick: 6115.0,             Human number: 0,             Zombie number: 105
tick: 6116.0,             Human number: 0,             Zombie number: 105
tick: 6117.0,             Human number: 0,             Zombie number: 105
tick: 6118.0,             Human number: 0,             Zombie number: 105
tick: 6119.0,             Human number: 0,             Zombie number: 105
tick: 6120.0,             Human number: 0,             Zombie number: 105
tick: 6121.0,             Human number: 0,             Zombie number: 105
tick: 6122.0,             Human number: 0,             Zombie number: 105
tick: 6123.0,             Human number: 0,             Zombie number: 105
tick: 6124.0,             Human number: 0,             Zombie number: 105
tick: 6125.0,             Human number: 0,             Zombie number: 105
tick: 6126.0,             Human number: 0,             Zombie number: 105
tick: 6127.0,             Human number: 0,             Zombie number: 105
tick: 6128.0,             Human number: 0,             Zombie number: 105
tick: 6129.0,             Human number: 0,             Zombie number: 105
tick: 6130.0,             Human number: 0,             Zombie number: 105
tick: 6131.0,             Human number: 0,             Zombie number: 105
tick: 6132.0,             Human number: 0,             Zombie number: 105
tick: 6133.0,             Human number: 0,             Zombie number: 105
tick: 6134.0,             Human number: 0,             Zombie number: 105
tick: 6135.0,             Human number: 0,             Zombie number: 105
tick: 6136.0,             Human number: 0,             Zombie number: 105
tick: 6137.0,             Human number: 0,             Zombie number: 105
tick: 6138.0,             Human number: 0,             Zombie number: 105
tick: 6139.0,             Human number: 0,             Zombie number: 105
tick: 6140.0,             Human number: 0,             Zombie number: 105
tick: 6141.0,             Human number: 0,             Zombie number: 105
tick: 6142.0,             Human number: 0,             Zombie number: 105
tick: 6143.0,             Human number: 0,             Zombie number: 105
tick: 6144.0,             Human number: 0,             Zombie number: 105
tick: 6145.0,             Human number: 0,             Zombie number: 105
tick: 6146.0,             Human number: 0,             Zombie number: 105
tick: 6147.0,             Human number: 0,             Zombie number: 105
tick: 6148.0,             Human number: 0,             Zombie number: 105
tick: 6149.0,             Human number: 0,             Zombie number: 105
tick: 6150.0,             Human number: 0,             Zombie number: 105
tick: 6151.0,             Human number: 0,             Zombie number: 105
tick: 6152.0,             Human number: 0,             Zombie number: 105
tick: 6153.0,             Human number: 0,             Zombie number: 105
tick: 6154.0,             Human number: 0,             Zombie number: 105
tick: 6155.0,             Human number: 0,             Zombie number: 105
tick: 6156.0,             Human number: 0,             Zombie number: 105
tick: 6157.0,             Human number: 0,             Zombie number: 105
tick: 6158.0,             Human number: 0,             Zombie number: 105
tick: 6159.0,             Human number: 0,             Zombie number: 105
tick: 6160.0,             Human number: 0,             Zombie number: 105
tick: 6161.0,             Human number: 0,             Zombie number: 105
tick: 6162.0,             Human number: 0,             Zombie number: 105
tick: 6163.0,             Human number: 0,             Zombie number: 105
tick: 6164.0,             Human number: 0,             Zombie number: 105
tick: 6165.0,             Human number: 0,             Zombie number: 105
tick: 6166.0,             Human number: 0,             Zombie number: 105
tick: 6167.0,             Human number: 0,             Zombie number: 105
tick: 6168.0,             Human number: 0,             Zombie number: 105
tick: 6169.0,             Human number: 0,             Zombie number: 105
tick: 6170.0,             Human number: 0,             Zombie number: 105
tick: 6171.0,             Human number: 0,             Zombie number: 105
tick: 6172.0,             Human number: 0,             Zombie number: 105
tick: 6173.0,             Human number: 0,             Zombie number: 105
tick: 6174.0,             Human number: 0,             Zombie number: 105
tick: 6175.0,             Human number: 0,             Zombie number: 105
tick: 6176.0,             Human number: 0,             Zombie number: 105
tick: 6177.0,             Human number: 0,             Zombie number: 105
tick: 6178.0,             Human number: 0,             Zombie number: 105
tick: 6179.0,             Human number: 0,             Zombie number: 105
tick: 6180.0,             Human number: 0,             Zombie number: 105
tick: 6181.0,             Human number: 0,             Zombie number: 105
tick: 6182.0,             Human number: 0,             Zombie number: 105
tick: 6183.0,             Human number: 0,             Zombie number: 105
tick: 6184.0,             Human number: 0,             Zombie number: 105
tick: 6185.0,             Human number: 0,             Zombie number: 105
tick: 6186.0,             Human number: 0,             Zombie number: 105
tick: 6187.0,             Human number: 0,             Zombie number: 105
tick: 6188.0,             Human number: 0,             Zombie number: 105
tick: 6189.0,             Human number: 0,             Zombie number: 105
tick: 6190.0,             Human number: 0,             Zombie number: 105
tick: 6191.0,             Human number: 0,             Zombie number: 105
tick: 6192.0,             Human number: 0,             Zombie number: 105
tick: 6193.0,             Human number: 0,             Zombie number: 105
tick: 6194.0,             Human number: 0,             Zombie number: 105
tick: 6195.0,             Human number: 0,             Zombie number: 105
tick: 6196.0,             Human number: 0,             Zombie number: 105
tick: 6197.0,             Human number: 0,             Zombie number: 105
tick: 6198.0,             Human number: 0,             Zombie number: 105
tick: 6199.0,             Human number: 0,             Zombie number: 105
tick: 6200.0,             Human number: 0,             Zombie number: 105
tick: 6201.0,             Human number: 0,             Zombie number: 105
tick: 6202.0,             Human number: 0,             Zombie number: 105
tick: 6203.0,             Human number: 0,             Zombie number: 105
tick: 6204.0,             Human number: 0,             Zombie number: 105
tick: 6205.0,             Human number: 0,             Zombie number: 105
tick: 6206.0,             Human number: 0,             Zombie number: 105
tick: 6207.0,             Human number: 0,             Zombie number: 105
tick: 6208.0,             Human number: 0,             Zombie number: 105
tick: 6209.0,             Human number: 0,             Zombie number: 105
tick: 6210.0,             Human number: 0,             Zombie number: 105
tick: 6211.0,             Human number: 0,             Zombie number: 105
tick: 6212.0,             Human number: 0,             Zombie number: 105
tick: 6213.0,             Human number: 0,             Zombie number: 105
tick: 6214.0,             Human number: 0,             Zombie number: 105
tick: 6215.0,             Human number: 0,             Zombie number: 105
tick: 6216.0,             Human number: 0,             Zombie number: 105
tick: 6217.0,             Human number: 0,             Zombie number: 105
tick: 6218.0,             Human number: 0,             Zombie number: 105
tick: 6219.0,             Human number: 0,             Zombie number: 105
tick: 6220.0,             Human number: 0,             Zombie number: 105
tick: 6221.0,             Human number: 0,             Zombie number: 105
tick: 6222.0,             Human number: 0,             Zombie number: 105
tick: 6223.0,             Human number: 0,             Zombie number: 105
tick: 6224.0,             Human number: 0,             Zombie number: 105
tick: 6225.0,             Human number: 0,             Zombie number: 105
tick: 6226.0,             Human number: 0,             Zombie number: 105
tick: 6227.0,             Human number: 0,             Zombie number: 105
tick: 6228.0,             Human number: 0,             Zombie number: 105
tick: 6229.0,             Human number: 0,             Zombie number: 105
tick: 6230.0,             Human number: 0,             Zombie number: 105
tick: 6231.0,             Human number: 0,             Zombie number: 105
tick: 6232.0,             Human number: 0,             Zombie number: 105
tick: 6233.0,             Human number: 0,             Zombie number: 105
tick: 6234.0,             Human number: 0,             Zombie number: 105
tick: 6235.0,             Human number: 0,             Zombie number: 105
tick: 6236.0,             Human number: 0,             Zombie number: 105
tick: 6237.0,             Human number: 0,             Zombie number: 105
tick: 6238.0,             Human number: 0,             Zombie number: 105
tick: 6239.0,             Human number: 0,             Zombie number: 105
tick: 6240.0,             Human number: 0,             Zombie number: 105
tick: 6241.0,             Human number: 0,             Zombie number: 105
tick: 6242.0,             Human number: 0,             Zombie number: 105
tick: 6243.0,             Human number: 0,             Zombie number: 105
tick: 6244.0,             Human number: 0,             Zombie number: 105
tick: 6245.0,             Human number: 0,             Zombie number: 105
tick: 6246.0,             Human number: 0,             Zombie number: 105
tick: 6247.0,             Human number: 0,             Zombie number: 105
tick: 6248.0,             Human number: 0,             Zombie number: 105
tick: 6249.0,             Human number: 0,             Zombie number: 105
tick: 6250.0,             Human number: 0,             Zombie number: 105
tick: 6251.0,             Human number: 0,             Zombie number: 105
tick: 6252.0,             Human number: 0,             Zombie number: 105
tick: 6253.0,             Human number: 0,             Zombie number: 105
tick: 6254.0,             Human number: 0,             Zombie number: 105
tick: 6255.0,             Human number: 0,             Zombie number: 105
tick: 6256.0,             Human number: 0,             Zombie number: 105
tick: 6257.0,             Human number: 0,             Zombie number: 105
tick: 6258.0,             Human number: 0,             Zombie number: 105
tick: 6259.0,             Human number: 0,             Zombie number: 105
tick: 6260.0,             Human number: 0,             Zombie number: 105
tick: 6261.0,             Human number: 0,             Zombie number: 105
tick: 6262.0,             Human number: 0,             Zombie number: 105
tick: 6263.0,             Human number: 0,             Zombie number: 105
tick: 6264.0,             Human number: 0,             Zombie number: 105
tick: 6265.0,             Human number: 0,             Zombie number: 105
tick: 6266.0,             Human number: 0,             Zombie number: 105
tick: 6267.0,             Human number: 0,             Zombie number: 105
tick: 6268.0,             Human number: 0,             Zombie number: 105
tick: 6269.0,             Human number: 0,             Zombie number: 105
tick: 6270.0,             Human number: 0,             Zombie number: 105
tick: 6271.0,             Human number: 0,             Zombie number: 105
tick: 6272.0,             Human number: 0,             Zombie number: 105
tick: 6273.0,             Human number: 0,             Zombie number: 105
tick: 6274.0,             Human number: 0,             Zombie number: 105
tick: 6275.0,             Human number: 0,             Zombie number: 105
tick: 6276.0,             Human number: 0,             Zombie number: 105
tick: 6277.0,             Human number: 0,             Zombie number: 105
tick: 6278.0,             Human number: 0,             Zombie number: 105
tick: 6279.0,             Human number: 0,             Zombie number: 105
tick: 6280.0,             Human number: 0,             Zombie number: 105
tick: 6281.0,             Human number: 0,             Zombie number: 105
tick: 6282.0,             Human number: 0,             Zombie number: 105
tick: 6283.0,             Human number: 0,             Zombie number: 105
tick: 6284.0,             Human number: 0,             Zombie number: 105
tick: 6285.0,             Human number: 0,             Zombie number: 105
tick: 6286.0,             Human number: 0,             Zombie number: 105
tick: 6287.0,             Human number: 0,             Zombie number: 105
tick: 6288.0,             Human number: 0,             Zombie number: 105
tick: 6289.0,             Human number: 0,             Zombie number: 105
tick: 6290.0,             Human number: 0,             Zombie number: 105
tick: 6291.0,             Human number: 0,             Zombie number: 105
tick: 6292.0,             Human number: 0,             Zombie number: 105
tick: 6293.0,             Human number: 0,             Zombie number: 105
tick: 6294.0,             Human number: 0,             Zombie number: 105
tick: 6295.0,             Human number: 0,             Zombie number: 105
tick: 6296.0,             Human number: 0,             Zombie number: 105
tick: 6297.0,             Human number: 0,             Zombie number: 105
tick: 6298.0,             Human number: 0,             Zombie number: 105
tick: 6299.0,             Human number: 0,             Zombie number: 105
tick: 6300.0,             Human number: 0,             Zombie number: 105
tick: 6301.0,             Human number: 0,             Zombie number: 105
tick: 6302.0,             Human number: 0,             Zombie number: 105
tick: 6303.0,             Human number: 0,             Zombie number: 105
tick: 6304.0,             Human number: 0,             Zombie number: 105
tick: 6305.0,             Human number: 0,             Zombie number: 105
tick: 6306.0,             Human number: 0,             Zombie number: 105
tick: 6307.0,             Human number: 0,             Zombie number: 105
tick: 6308.0,             Human number: 0,             Zombie number: 105
tick: 6309.0,             Human number: 0,             Zombie number: 105
tick: 6310.0,             Human number: 0,             Zombie number: 105
tick: 6311.0,             Human number: 0,             Zombie number: 105
tick: 6312.0,             Human number: 0,             Zombie number: 105
tick: 6313.0,             Human number: 0,             Zombie number: 105
tick: 6314.0,             Human number: 0,             Zombie number: 105
tick: 6315.0,             Human number: 0,             Zombie number: 105
tick: 6316.0,             Human number: 0,             Zombie number: 105
tick: 6317.0,             Human number: 0,             Zombie number: 105
tick: 6318.0,             Human number: 0,             Zombie number: 105
tick: 6319.0,             Human number: 0,             Zombie number: 105
tick: 6320.0,             Human number: 0,             Zombie number: 105
tick: 6321.0,             Human number: 0,             Zombie number: 105
tick: 6322.0,             Human number: 0,             Zombie number: 105
tick: 6323.0,             Human number: 0,             Zombie number: 105
tick: 6324.0,             Human number: 0,             Zombie number: 105
tick: 6325.0,             Human number: 0,             Zombie number: 105
tick: 6326.0,             Human number: 0,             Zombie number: 105
tick: 6327.0,             Human number: 0,             Zombie number: 105
tick: 6328.0,             Human number: 0,             Zombie number: 105
tick: 6329.0,             Human number: 0,             Zombie number: 105
tick: 6330.0,             Human number: 0,             Zombie number: 105
tick: 6331.0,             Human number: 0,             Zombie number: 105
tick: 6332.0,             Human number: 0,             Zombie number: 105
tick: 6333.0,             Human number: 0,             Zombie number: 105
tick: 6334.0,             Human number: 0,             Zombie number: 105
tick: 6335.0,             Human number: 0,             Zombie number: 105
tick: 6336.0,             Human number: 0,             Zombie number: 105
tick: 6337.0,             Human number: 0,             Zombie number: 105
tick: 6338.0,             Human number: 0,             Zombie number: 105
tick: 6339.0,             Human number: 0,             Zombie number: 105
tick: 6340.0,             Human number: 0,             Zombie number: 105
tick: 6341.0,             Human number: 0,             Zombie number: 105
tick: 6342.0,             Human number: 0,             Zombie number: 105
tick: 6343.0,             Human number: 0,             Zombie number: 105
tick: 6344.0,             Human number: 0,             Zombie number: 105
tick: 6345.0,             Human number: 0,             Zombie number: 105
tick: 6346.0,             Human number: 0,             Zombie number: 105
tick: 6347.0,             Human number: 0,             Zombie number: 105
tick: 6348.0,             Human number: 0,             Zombie number: 105
tick: 6349.0,             Human number: 0,             Zombie number: 105
tick: 6350.0,             Human number: 0,             Zombie number: 105
tick: 6351.0,             Human number: 0,             Zombie number: 105
tick: 6352.0,             Human number: 0,             Zombie number: 105
tick: 6353.0,             Human number: 0,             Zombie number: 105
tick: 6354.0,             Human number: 0,             Zombie number: 105
tick: 6355.0,             Human number: 0,             Zombie number: 105
tick: 6356.0,             Human number: 0,             Zombie number: 105
tick: 6357.0,             Human number: 0,             Zombie number: 105
tick: 6358.0,             Human number: 0,             Zombie number: 105
tick: 6359.0,             Human number: 0,             Zombie number: 105
tick: 6360.0,             Human number: 0,             Zombie number: 105
tick: 6361.0,             Human number: 0,             Zombie number: 105
tick: 6362.0,             Human number: 0,             Zombie number: 105
tick: 6363.0,             Human number: 0,             Zombie number: 105
tick: 6364.0,             Human number: 0,             Zombie number: 105
tick: 6365.0,             Human number: 0,             Zombie number: 105
tick: 6366.0,             Human number: 0,             Zombie number: 105
tick: 6367.0,             Human number: 0,             Zombie number: 105
tick: 6368.0,             Human number: 0,             Zombie number: 105
tick: 6369.0,             Human number: 0,             Zombie number: 105
tick: 6370.0,             Human number: 0,             Zombie number: 105
